!Header: AG01, dimensions: REG*GDPEXPEND [7*5], description: GDPEXP = C + I + G + X - M, GDP from the expenditure side
REG,GDPEXPEND,Value
Intermediate,S_America,Europe,trans,2337.5859375
pdr,ROW,Europe,trans,0.02979195118
wht,ROW,Europe,trans,0.21011352539
gro,ROW,Europe,trans,1.1280345917
osd,ROW,Europe,trans,10.387491226
others,ROW,Europe,trans,17.615356445
Intermediate,ROW,Europe,trans,300.16308594
pdr,Africa,N_America,trans,3.26633453369141E-0005
wht,Africa,N_America,trans,5.39779663085938E-0004
gro,Africa,N_America,trans,5.29289245605469E-0003
osd,Africa,N_America,trans,0.89279270172
others,Africa,N_America,trans,50.155212402
Intermediate,Africa,N_America,trans,1225.3457031
pdr,Asia,N_America,trans,0.87096786499
gro,Asia,N_America,trans,0.31792259216
osd,Asia,N_America,trans,2.5548629761
others,Asia,N_America,trans,119.51586914
Intermediate,Asia,N_America,trans,19328.25
pdr,Europe,N_America,trans,0.013407468796
wht,Europe,N_America,trans,0.031580924988
gro,Europe,N_America,trans,10.313438416
osd,Europe,N_America,trans,9.3739013672
others,Europe,N_America,trans,181.78796387
Intermediate,Europe,N_America,trans,7163.46875
pdr,N_America,N_America,trans,1.8259887695
wht,N_America,N_America,trans,29.71496582
gro,N_America,N_America,trans,73.219116211
osd,N_America,N_America,trans,38.415161133
others,N_America,N_America,trans,286.65527344
Intermediate,N_America,N_America,trans,7449.125
pdr,Oceania,N_America,trans,2.00000032782555E-0003
wht,Oceania,N_America,trans,2.99999862909317E-0003
gro,Oceania,N_America,trans,3.99895012378693E-0003
osd,Oceania,N_America,trans,1.4019813538
others,Oceania,N_America,trans,33.763946533
Intermediate,Oceania,N_America,trans,453.88085938
pdr,S_America,N_America,trans,9.99808311462402E-0004
wht,S_America,N_America,trans,5.99998235702515E-0003
gro,S_America,N_America,trans,10.108837128
osd,S_America,N_America,trans,17.741897583
others,S_America,N_America,trans,795.08056641
Intermediate,S_America,N_America,trans,3117.4804688
pdr,ROW,N_America,trans,7.51852989196777E-0004
wht,ROW,N_America,trans,0.012375295162
gro,ROW,N_America,trans,0.031504333019
osd,ROW,N_America,trans,0.82795763016
others,ROW,N_America,trans,3.639251709
Intermediate,ROW,N_America,trans,109.13134766
gro,Africa,Oceania,trans,9.99987125396729E-0004
osd,Africa,Oceania,trans,5.98277151584625E-0003
others,Africa,Oceania,trans,2.2422370911
Intermediate,Africa,Oceania,trans,37.372070313
pdr,Asia,Oceania,trans,0.013999938965
gro,Asia,Oceania,trans,0.026999950409
osd,Asia,Oceania,trans,0.34299993515
others,Asia,Oceania,trans,10.944992065
Intermediate,Asia,Oceania,trans,1675.1210938
pdr,Europe,Oceania,trans,2.00000405311584E-0003
wht,Europe,Oceania,trans,0.01828250289
gro,Europe,Oceania,trans,0.051742136478
osd,Europe,Oceania,trans,0.077538609505
others,Europe,Oceania,trans,4.9519042969
Intermediate,Europe,Oceania,trans,678.99414063
pdr,N_America,Oceania,trans,6.99815899133682E-0003
wht,N_America,Oceania,trans,0.22999668121
gro,N_America,Oceania,trans,0.10598218441
osd,N_America,Oceania,trans,2.6649513245
others,N_America,Oceania,trans,10.311912537
Intermediate,N_America,Oceania,trans,569.37109375
pdr,Oceania,Oceania,trans,1.99999660253525E-0003
wht,Oceania,Oceania,trans,0.012999981642
gro,Oceania,Oceania,trans,0.074999988079
osd,Oceania,Oceania,trans,0.056999921799
others,Oceania,Oceania,trans,5.0870056152
Intermediate,Oceania,Oceania,trans,127.38330078
osd,S_America,Oceania,trans,0.12599992752
others,S_America,Oceania,trans,5.2010040283
Intermediate,S_America,Oceania,trans,30.0859375
wht,ROW,Oceania,trans,6.56871125102043E-0004
gro,ROW,Oceania,trans,2.46012210845947E-0003
osd,ROW,Oceania,trans,9.65127721428871E-0004
others,ROW,Oceania,trans,1.8193817139
Intermediate,ROW,Oceania,trans,23.251037598
wht,Africa,S_America,trans,4.98294830322266E-0005
gro,Africa,S_America,trans,6.4581184387
osd,Africa,S_America,trans,0.079078733921
others,Africa,S_America,trans,10.68347168
Intermediate,Africa,S_America,trans,178.8684082
pdr,Asia,S_America,trans,0.34799957275
gro,Asia,S_America,trans,5.99992275238037E-0003
osd,Asia,S_America,trans,0.23400020599
others,Asia,S_America,trans,27.019989014
Intermediate,Asia,S_America,trans,1756.1796875
pdr,Europe,S_America,trans,0.012037724257
wht,Europe,S_America,trans,4.7061004639
gro,Europe,S_America,trans,5.0437736511
osd,Europe,S_America,trans,0.54444360733
others,Europe,S_America,trans,23.872650146
Intermediate,Europe,S_America,trans,1878.7265625
pdr,N_America,S_America,trans,5.6218338013
wht,N_America,S_America,trans,52.023742676
gro,N_America,S_America,trans,111.30535889
osd,N_America,S_America,trans,50.66784668
others,N_America,S_America,trans,96.764587402
Intermediate,N_America,S_America,trans,2996.6875
wht,Oceania,S_America,trans,2.4110031128
gro,Oceania,S_America,trans,0.17499995232
osd,Oceania,S_America,trans,6.99999928474426E-0003
others,Oceania,S_America,trans,1.392999649
Intermediate,Oceania,S_America,trans,115.26965332
pdr,S_America,S_America,trans,7.1140136719
wht,S_America,S_America,trans,40.356994629
gro,S_America,S_America,trans,74.373962402
osd,S_America,S_America,trans,32.130004883
others,S_America,S_America,trans,176.33300781
Intermediate,S_America,S_America,trans,2630.5429688
pdr,ROW,S_America,trans,4.72068786621094E-0005
wht,ROW,S_America,trans,0.023765742779
gro,ROW,S_America,trans,0.054096326232
osd,ROW,S_America,trans,2.99408286809921E-0003
others,ROW,S_America,trans,0.032086014748
Intermediate,ROW,S_America,trans,9.7591552734
pdr,Africa,ROW,trans,1.07916072010994E-0004
wht,Africa,ROW,trans,3.22759151458740E-0004
gro,Africa,ROW,trans,1.67979300022125E-0003
osd,Africa,ROW,trans,0.015260383487
others,Africa,ROW,trans,2.943271637
Intermediate,Africa,ROW,trans,18.02243042
pdr,Asia,ROW,trans,0.017109036446
wht,Asia,ROW,trans,0.011952459812
gro,Asia,ROW,trans,11.644500732
osd,Asia,ROW,trans,0.74405765533
others,Asia,ROW,trans,9.2144546509
Intermediate,Asia,ROW,trans,522.42578125
pdr,Europe,ROW,trans,3.21877002716064E-0003
wht,Europe,ROW,trans,3.1570053101
gro,Europe,ROW,trans,2.4317684174
osd,Europe,ROW,trans,0.23623418808
others,Europe,ROW,trans,18.482162476
Intermediate,Europe,ROW,trans,503.7578125
pdr,N_America,ROW,trans,1.79110094904900E-0003
wht,N_America,ROW,trans,0.92032241821
gro,N_America,ROW,trans,0.46589064598
osd,N_America,ROW,trans,0.099414765835
others,N_America,ROW,trans,7.5765419006
Intermediate,N_America,ROW,trans,74.448242188
wht,Oceania,ROW,trans,6.09492883086205E-0004
gro,Oceania,ROW,trans,0.79145908356
osd,Oceania,ROW,trans,3.03620472550392E-0003
others,Oceania,ROW,trans,3.6961288452
Intermediate,Oceania,ROW,trans,68.956665039
pdr,S_America,ROW,trans,6.15749508142471E-0004
wht,S_America,ROW,trans,1.3728237152
gro,S_America,ROW,trans,0.01295376569
osd,S_America,ROW,trans,4.2078552246
others,S_America,ROW,trans,4.6557006836
Intermediate,S_America,ROW,trans,17.682861328
pdr,ROW,ROW,trans,0.011000007391
wht,ROW,ROW,trans,0.15734744072
gro,ROW,ROW,trans,1.4804773331
osd,ROW,ROW,trans,0.061550199986
others,ROW,ROW,trans,12.388038635
Intermediate,ROW,ROW,trans,50.515625
!Header: CM01, dimensions: TRAD_COMM*OUT*REG [6*3*7], description: Disposition of output - OUTDISP
TRAD_COMM,OUT,REG,Value
pdr,dom,Africa,10513.105469
wht,dom,Africa,11459.640625
gro,dom,Africa,11178.011719
osd,dom,Africa,2354.7568359
others,dom,Africa,35842.105469
Intermediate,dom,Africa,876659.5625
Intermediate,trans,Africa,3238.3825684
pdr,export,Africa,19.972869873
wht,export,Africa,78.756584167
gro,export,Africa,365.55691528
osd,export,Africa,265.23480225
others,export,Africa,9936.1386719
Intermediate,export,Africa,132102.96875
pdr,dom,Asia,112876.26563
wht,dom,Asia,29593.300781
gro,dom,Asia,28176.015625
osd,dom,Asia,30166.199219
others,dom,Asia,247208.32813
Intermediate,dom,Asia,13144251
Intermediate,trans,Asia,57470.441406
pdr,export,Asia,482.45129395
wht,export,Asia,550.88110352
gro,export,Asia,1087.3012695
osd,export,Asia,1002.5518188
others,export,Asia,14991.305664
Intermediate,export,Asia,1717123
pdr,dom,Europe,1651.8977051
wht,dom,Europe,25279.765625
gro,dom,Europe,24248.974609
osd,dom,Europe,9533.4833984
others,dom,Europe,135622.90625
Intermediate,dom,Europe,14128973
Intermediate,trans,Europe,119054.89844
pdr,export,Europe,192.95591736
wht,export,Europe,4792.5375977
gro,export,Europe,3993.3894043
osd,export,Europe,2065.8166504
others,export,Europe,30476.720703
Intermediate,export,Europe,2748437
pdr,dom,N_America,1342.5373535
wht,dom,N_America,7574.3085938
gro,dom,N_America,46662.757813
osd,dom,N_America,14540.557617
others,dom,N_America,72820.429688
Intermediate,dom,N_America,14771891
Intermediate,trans,N_America,23867.4375
pdr,export,N_America,332.09436035
wht,export,N_America,7841.0629883
gro,export,N_America,7058.9731445
osd,export,N_America,9142.8564453
others,export,N_America,15328.783203
Intermediate,export,N_America,1159323.75
pdr,dom,Oceania,180.25663757
wht,dom,Oceania,916.02539063
gro,dom,Oceania,1411.9610596
osd,dom,Oceania,173.6638031
others,dom,Oceania,6902.4467773
Intermediate,dom,Oceania,729568.875
Intermediate,trans,Oceania,1738.2362061
pdr,export,Oceania,26.759880066
wht,export,Oceania,2204.1948242
gro,export,Oceania,245.77687073
osd,export,Oceania,175.33876038
others,export,Oceania,2477.3671875
Intermediate,export,Oceania,81749.34375
pdr,dom,S_America,8134.2724609
wht,dom,S_America,8277.8789063
gro,dom,S_America,10279.30957
osd,dom,S_America,16541.826172
others,dom,S_America,87491.890625
Intermediate,dom,S_America,2555366.25
Intermediate,trans,S_America,4455.4741211
pdr,export,S_America,189.3419342
wht,export,S_America,1599.321167
gro,export,S_America,1616.5723877
osd,export,S_America,3008.2358398
others,export,S_America,17222.283203
Intermediate,export,S_America,180767.73438
pdr,dom,ROW,2215.2373047
wht,dom,ROW,3152.357666
gro,dom,ROW,3343.451416
osd,dom,ROW,1262.4899902
others,dom,ROW,13795.19043
Intermediate,dom,ROW,411336.03125
Intermediate,trans,ROW,1756.0852051
pdr,export,ROW,3.2658002377
wht,export,ROW,12.9112463
gro,export,ROW,40.213077545
osd,export,ROW,109.27716064
others,export,ROW,796.6895752
Intermediate,export,ROW,24712.976563
!Header: CM02, dimensions: TRAD_COMM*SALES*REG [6*3*7], description: Disposition of domestic goods - DOMSALESDISP
TRAD_COMM,SALES,REG,Value
pdr,production,Africa,9698.6845703
wht,production,Africa,4134.4794922
gro,production,Africa,3490.7490234
osd,production,Africa,1419.8338623
others,production,Africa,13010.380859
Intermediate,production,Africa,520716.5
pdr,cons,Africa,812.59301758
wht,cons,Africa,7301.1357422
gro,cons,Africa,7604.0693359
osd,cons,Africa,926.41046143
others,cons,Africa,22702.558594
Intermediate,cons,Africa,280219.6875
pdr,gov,Africa,1.8276906013
wht,gov,Africa,24.025026321
gro,gov,Africa,83.19342041
osd,gov,Africa,8.5124158859
others,gov,Africa,129.16708374
Intermediate,gov,Africa,75723.390625
pdr,production,Asia,84582.03125
wht,production,Asia,14132.009766
gro,production,Asia,21683.501953
osd,production,Asia,19543.357422
others,production,Asia,112936.48438
Intermediate,production,Asia,8406702
pdr,cons,Asia,28126.736328
wht,cons,Asia,15263.698242
gro,cons,Asia,6388.84375
osd,cons,Asia,10576.18457
others,cons,Asia,133878.57813
Intermediate,cons,Asia,3860406.75
pdr,gov,Asia,167.49981689
wht,gov,Asia,197.59306335
gro,gov,Asia,103.66997528
osd,gov,Asia,46.658046722
others,gov,Asia,393.26083374
Intermediate,gov,Asia,877142.0625
pdr,production,Europe,1331.8752441
wht,production,Europe,20836.837891
gro,production,Europe,22049.628906
osd,production,Europe,8565.2197266
others,production,Europe,72208.203125
Intermediate,production,Europe,7958688
pdr,cons,Europe,301.09249878
wht,cons,Europe,4417.6269531
gro,cons,Europe,2187.8669434
osd,cons,Europe,950.76147461
others,cons,Europe,63162.519531
Intermediate,cons,Europe,4501658
pdr,gov,Europe,18.929998398
wht,gov,Europe,25.301441193
gro,gov,Europe,11.479353905
osd,gov,Europe,17.502588272
others,gov,Europe,252.18823242
Intermediate,gov,Europe,1668627.375
pdr,production,N_America,1296.2375488
wht,production,N_America,7498.8681641
gro,production,N_America,42380.796875
osd,production,N_America,14130.639648
others,production,N_America,39695.503906
Intermediate,production,N_America,7765542
pdr,cons,N_America,45.028781891
wht,cons,N_America,64.0546875
gro,cons,N_America,4221.3730469
osd,cons,N_America,374.36187744
others,cons,N_America,32044.876953
Intermediate,cons,N_America,5718071.5
pdr,gov,N_America,1.2710635662
wht,gov,N_America,11.385894775
gro,gov,N_America,60.588027954
osd,gov,N_America,35.555709839
others,gov,N_America,1080.0488281
Intermediate,gov,N_America,1288277.5
pdr,production,Oceania,178.19923401
wht,production,Oceania,888.25799561
gro,production,Oceania,1262.4880371
osd,production,Oceania,170.51344299
others,production,Oceania,4779.3476563
Intermediate,production,Oceania,411388.375
pdr,cons,Oceania,2.0518913269
wht,cons,Oceania,27.763830185
gro,cons,Oceania,149.47183228
osd,cons,Oceania,3.1484742165
others,cons,Oceania,2037.4979248
Intermediate,cons,Oceania,241030.51563
pdr,gov,Oceania,5.51979662850499E-0003
wht,gov,Oceania,3.55307664722204E-0003
gro,gov,Oceania,1.22834404464811E-0003
osd,gov,Oceania,1.89040310215205E-0003
others,gov,Oceania,85.60105896
Intermediate,gov,Oceania,77150.007813
pdr,production,S_America,6603.1953125
wht,production,S_America,7592.8623047
gro,production,S_America,8711.9091797
osd,production,S_America,13379.925781
others,production,S_America,53046.5
Intermediate,production,S_America,1414803.375
pdr,cons,S_America,1493.9421387
wht,cons,S_America,643.46337891
gro,cons,S_America,1542.2214355
osd,cons,S_America,3150.6953125
others,cons,S_America,34314.671875
Intermediate,cons,S_America,932246.125
pdr,gov,S_America,37.135162354
wht,gov,S_America,41.553287506
gro,gov,S_America,25.179420471
osd,gov,S_America,11.204213142
others,gov,S_America,130.72221375
Intermediate,gov,S_America,208316.78125
pdr,production,ROW,1321.4608154
wht,production,ROW,2700.0888672
gro,production,ROW,2866.4208984
osd,production,ROW,854.33551025
others,production,ROW,8169.1098633
Intermediate,production,ROW,229149.03125
pdr,cons,ROW,892.95477295
wht,cons,ROW,451.05685425
gro,cons,ROW,476.27719116
osd,cons,ROW,407.65542603
others,cons,ROW,5623.1694336
Intermediate,cons,ROW,163652.625
pdr,gov,ROW,0.82181411982
wht,gov,ROW,1.2119787931
gro,gov,ROW,0.75331616402
osd,gov,ROW,0.49900701642
others,gov,ROW,2.9115862846
Intermediate,gov,ROW,18534.382813
!Header: CM03, dimensions: TRAD_COMM*SALES*REG [6*3*7], description: Disposition of imported goods - IMPSALESDISP
TRAD_COMM,SALES,REG,Value
pdr,production,Africa,18.442943573
wht,production,Africa,2002.5610352
gro,production,Africa,704.04089355
osd,production,Africa,136.23153687
others,production,Africa,684.49536133
Intermediate,production,Africa,126477.57813
pdr,cons,Africa,18.560380936
wht,cons,Africa,1479.057251
gro,cons,Africa,812.94110107
osd,cons,Africa,119.23817444
others,cons,Africa,1507.3101807
Intermediate,cons,Africa,36376.667969
pdr,gov,Africa,0.15675143898
wht,gov,Africa,30.316747665
gro,gov,Africa,33.080276489
osd,gov,Africa,0.79225116968
others,gov,Africa,11.818473816
Intermediate,gov,Africa,5875.5756836
pdr,production,Asia,670.26678467
wht,production,Asia,10657.068359
gro,production,Asia,11817.345703
osd,production,Asia,8591.3076172
others,production,Asia,16347.583008
Intermediate,production,Asia,1437992.875
pdr,cons,Asia,35.29302597
wht,cons,Asia,1552.6408691
gro,cons,Asia,1208.9996338
osd,cons,Asia,2131.8759766
others,cons,Asia,9811.5947266
Intermediate,cons,Asia,338943.65625
pdr,gov,Asia,4.77884151041508E-0003
wht,gov,Asia,2.4792776108
gro,gov,Asia,1.3811069727
osd,gov,Asia,0.55976641178
others,gov,Asia,7.6241440773
Intermediate,gov,Asia,14950.142578
pdr,production,Europe,311.74624634
wht,production,Europe,5336.8203125
gro,production,Europe,4240.6508789
osd,production,Europe,6640.019043
others,production,Europe,28956.664063
Intermediate,production,Europe,2097915.75
pdr,cons,Europe,527.85443115
wht,cons,Europe,366.20147705
gro,cons,Europe,378.32833862
osd,cons,Europe,935.00134277
others,cons,Europe,31753.941406
Intermediate,cons,Europe,663986.625
pdr,gov,Europe,0.64422267675
wht,gov,Europe,0.31857430935
gro,gov,Europe,0.37323704362
osd,gov,Europe,0.17131605744
others,gov,Europe,3.1136014462
Intermediate,gov,Europe,43012.867188
pdr,production,N_America,139.01000977
wht,production,N_America,944.68591309
gro,production,N_America,1598.3886719
osd,production,N_America,2111.953125
others,production,N_America,10124.993164
Intermediate,production,N_America,951981.625
pdr,cons,N_America,12.297445297
wht,cons,N_America,0.089161537588
gro,cons,N_America,125.92403412
osd,cons,N_America,10.785193443
others,cons,N_America,7827.2216797
Intermediate,cons,N_America,329798.0625
pdr,gov,N_America,0.046366598457
wht,gov,N_America,0.45072671771
gro,gov,N_America,3.8896462917
osd,gov,N_America,7.2678108215
others,gov,N_America,374.05133057
Intermediate,gov,N_America,69908.3125
pdr,production,Oceania,0.47417014837
wht,production,Oceania,7.5494441986
gro,production,Oceania,4.9342622757
osd,production,Oceania,38.135787964
others,production,Oceania,377.31643677
Intermediate,production,Oceania,72028.9375
pdr,cons,Oceania,2.4279124737
wht,cons,Oceania,0.47350779176
gro,cons,Oceania,0.16797822714
osd,cons,Oceania,0.33493208885
others,cons,Oceania,248.25291443
Intermediate,cons,Oceania,20266.060547
wht,gov,Oceania,0.01652460359
gro,gov,Oceania,6.02098298259079E-0004
others,gov,Oceania,0.036499541253
Intermediate,gov,Oceania,2.7880692482
pdr,production,S_America,230.11755371
wht,production,S_America,2041.1700439
gro,production,S_America,1289.8084717
osd,production,S_America,972.10058594
others,production,S_America,3026.0656738
Intermediate,production,S_America,223524.40625
pdr,cons,S_America,82.260902405
wht,cons,S_America,210.68687439
gro,cons,S_America,283.31396484
osd,cons,S_America,122.75842285
others,cons,S_America,1148.7617188
Intermediate,cons,S_America,51839.230469
pdr,gov,S_America,0.11126214266
wht,gov,S_America,0.40604129434
gro,gov,S_America,0.53151094913
osd,gov,S_America,0.078219637275
others,gov,S_America,0.18877823651
Intermediate,gov,S_America,2468.7719727
pdr,production,ROW,0.92644256353
wht,production,ROW,69.534141541
gro,production,ROW,94.470352173
osd,production,ROW,46.570899963
others,production,ROW,404.45346069
Intermediate,production,ROW,29057.214844
pdr,cons,ROW,0.85414642096
wht,cons,ROW,57.207084656
gro,cons,ROW,57.149223328
osd,cons,ROW,26.360496521
others,cons,ROW,102.94298553
Intermediate,cons,ROW,10742.589844
pdr,gov,ROW,1.93602991203079E-0005
wht,gov,ROW,5.64505998045206E-0003
gro,gov,ROW,5.90404355898499E-0003
osd,gov,ROW,1.39398942701518E-0003
others,gov,ROW,0.03610220179
Intermediate,gov,ROW,470.85263062
!Header: CM04, dimensions: TRAD_COMM*REG*OUTVALUE [6*7*2], description: Value of output at market prices:  VOM = VOA + OUTTAX
TRAD_COMM,REG,OUTVALUE,Value
pdr,Africa,prodrev,10547.755859
wht,Africa,prodrev,11620.853516
gro,Africa,prodrev,11562.494141
osd,Africa,prodrev,2583.2734375
others,Africa,prodrev,45436.5
Intermediate,Africa,prodrev,1008274.375
pdr,Asia,prodrev,113813.10156
wht,Asia,prodrev,30666.625
gro,Asia,prodrev,28943.84375
osd,Asia,prodrev,31323.355469
others,Asia,prodrev,260679.70313
Intermediate,Asia,prodrev,14277507
pdr,Europe,prodrev,1847.4958496
wht,Europe,prodrev,30245.785156
gro,Europe,prodrev,28330.644531
osd,Europe,prodrev,11614.451172
others,Europe,prodrev,166046.625
Intermediate,Europe,prodrev,16772412
pdr,N_America,prodrev,1710.0296631
wht,N_America,prodrev,16212.228516
gro,N_America,prodrev,56696.53125
osd,N_America,prodrev,24631.90625
others,N_America,prodrev,88167.46875
Intermediate,N_America,prodrev,15884964
pdr,Oceania,prodrev,208.23625183
wht,Oceania,prodrev,3165.5344238
gro,Oceania,prodrev,1666.8479004
osd,Oceania,prodrev,350.92724609
others,Oceania,prodrev,9383.328125
Intermediate,Oceania,prodrev,793430.375
pdr,S_America,prodrev,8362.7597656
wht,S_America,prodrev,9864.6953125
gro,S_America,prodrev,11918.105469
osd,S_America,prodrev,19627.861328
others,S_America,prodrev,104952.74219
Intermediate,S_America,prodrev,2751317
pdr,ROW,prodrev,2251.487793
wht,ROW,prodrev,3266.421875
gro,ROW,prodrev,3496.5874023
osd,ROW,prodrev,1422.0662842
others,ROW,prodrev,14821.265625
Intermediate,ROW,prodrev,431675.25
pdr,Africa,outtax,-14.677734375
wht,Africa,outtax,-82.456054688
gro,Africa,outtax,-18.92578125
osd,Africa,outtax,36.718261719
others,Africa,outtax,341.7421875
Intermediate,Africa,outtax,3726.5625
